application_id,business_name,sector,region,ethnic_group,years_in_operation,owner_gender,owner_age,disability_status,num_employees,annual_revenue_ghs,monthly_momo_volume_ghs,avg_monthly_bank_balance_ghs,bank_account_tenure_months,has_momo_account,gra_tin,loan_amount_requested_ghs,loan_purpose,collateral_type,collateral_value_ghs,previous_loan_count,previous_default,credit_bureau_score,rm_recommendation,internal_risk_grade,application_date,contact_phone,days_past_due_current,loan_default
SBG-2025-00645,Tema Cold StorageLtd,Healthcare,Greater Accra,Akan,0.6,M,32,No,17,58164.04,5123.62,5136.44,18,yes,P005228943,11861.14,Asset Purchase,Property,136894.9,0,,,Refer,A,07/02/2024,0270362025,0,0
SBG-2025-00598,Kasoa Trading HubGH,Construction,Upper East,Grusi,0.9,male,12,No,23,79002.96,522.65,4927.61,23,no,P009340917,89707.13,Vehicle Purchase,None,0,3,No,622,Refer,B,09/07/2024,0207144213,0,0
SBG-2025-00950,Grace Foods Ltd,Healthcare,Central,Akan,4.5,Male,53,No,4,$810.29,,10454,26,Yes,C000728253,55445.36,Vehicle Purchase,Property,153392.55,3,Yes,706,Approve,A,21/12/2024,0545425114,0,0
SBG-2025-02308,Sowutuom VenturesEnterprises,Manufacturing,Northern,Grusi,4.8,Female,32,No,1,15836,11835.01,14910.38,47,0,C005977073,59114.84,Vehicle Purchase,Stock/Inventory,311097.35,0,,850,Decline,B,24/11/2024,0557351699,0,0
SBG-2025-00747,Obuasi Mining SuppliesGH,ICT,Ashanti,Akan,2.4,Male,52,No,2,,14975.05,,0,1,V008321201,17132.27,Debt Refinancing,Guarantor Only,0,1,No,,Approve,B,06/06/2025,0263308666,0,0
SBG-2025-02679,Adom Ventures,Retail/Trading,Central,Guan,0.6,male,54,No,1,103544.16,7242.42,4998.57,24,yes,P008554649,69867.53,Vehicle Purchase,Stock/Inventory,165671.86,0,,,Refer,A,15/10/2024,0209392458,0,0
SBG-2025-00519,Agbogbloshie Recycling,Hospitality,Ashanti,Guan,21.8,Female,47,No,3,64012.15,4466.16,29214.4,28,Yes,C007173057,92021.25,Vehicle Purchase,Guarantor Only,0,4,No,431,Approve,B,02/11/2024,0242405003,0,0
SBG-2025-00760,Sowutuom Ventures,Services,Ashanti,Akan,7.8,male,23,No,3,112510.86,2012.65,4943.88,23,yes,P000170473,7066.42,Vehicle Purchase,Cash Deposit,40643.72,3,No,530,Approve,A,08/01/2025,0547342538,0,0
SBG-2025-00574,Pantang AgribusinessVentures,Manufacturing,Upper West,Grusi,4.9,Female,41,No,8,49719.95,1430.77,27762.76,14,yes,,19614.59,Inventory Purchase,Property,7360.47,1,Yes,,Approve,C,16/04/2025,0596946204,0,0
SBG-2025-02761,Kaneshie ProvisionsCo,Education,Upper East,Mole-Dagbani,0.8,Female,37,No,2,16690.15,,3833.32,77,N,C000587383,28605.83,Business Expansion,Land,,1,No,,Approve,B,27/03/2024,0207731241,0,0
SBG-2025-02934,Kofi MotorsVentures,Construction,Greater Accra,Ga-Adangbe,3.9,Male,47,No,1,35591.96,1853.26,978.99,18,yes,,7571.33,Inventory Purchase,Equipment,73923.11,0,,,Approve,C,07/06/2024,0205297694,0,0
SBG-2025-02015,Labadi ImportsVentures,Retail/Trading,Central,Akan,3.8,female,36,Yes,20,$967.38,3138.91,10022.3,102,Yes,C002013428,115086.59,Asset Purchase,Stock/Inventory,112961.34,1,Yes,,Approve,A,01/04/2025,0278277528,0,0
SBG-2025-00882,Kasoa Trading HubVentures,Education,Bono East,Akan,5.6,M,21,No,5,"GHS 159,566.89",5721.62,5128.29,76,0,P008095793,152201.9,Inventory Purchase,Land,55130.54,2,No,,Decline,D,09/06/2024,0246625535,168,1
SBG-2025-01188,Sowutuom VenturesEnterprises,Transport,Upper East,Gurma,0.4,female,33,No,14,275903.42,,807.34,19,N,P002965657,7387.88,Vehicle Purchase,Cash Deposit,9936.11,1,No,,Approve,D,16/12/2025,0557263230,123,1
SBG-2025-01477,Adenta ConstructionGH,Hospitality,Central,Akan,8.2,F,30,No,1,$317.32,3626.08,1475.9,0,No,,93120.18,Equipment,Property,74530.11,1,Yes,,Refer,A,02/01/2025,0551386546,0,0
SBG-2025-00124,Dansoman TradingGH,Transport,Bono,Akan,0.6,Male,28,No,4,24544.53,2455.36,6331.09,1,Y,V004270255,5793.75,Debt Refinancing,Cash Deposit,64111.54,2,No,,Approve,B,22/09/2025,0206990114,0,0
SBG-2025-02863,Dzorwulu Digital,Retail/Trading,Greater Accra,Guan,15,female,40,No,3,164923.38,12035.16,38625.26,34,Yes,C009064957,3099.99,Vehicle Purchase,Property,69732.17,1,No,572,Decline,B,13/10/2025,0548169795,0,0
SBG-2025-00221,XXXXX,Agriculture,Upper East,Mole-Dagbani,5.4,male,42,No,7,20319.12,9823.06,5820.59,96,yes,,19599.04,Inventory Purchase,Cash Deposit,85697.09,1,No,,Refer,C,08/07/2025,0266006835,88,1
SBG-2025-02945,Madina DigitalEnterprises,Hospitality,Greater Accra,Mole-Dagbani,7.1,Male,55,No,17,4200.11,,6029.01,36,Yes,V006375830,12423.7,Renovation,Equipment,34642.04,4,No,612,Refer,C,05/05/2024,0555107575,159,1
SBG-2025-00359,Haatso Properties,Education,Greater Accra,Mole-Dagbani,14.1,Female,38,No,3,499948.81,11518.07,30072.31,79,1,V007821270,3851.84,Renovation,None,0,2,No,,Approve,C,02/12/2025,0269988022,0,0
SBG-2025-01262,Volta FarmsVentures,Transport,Greater Accra,Akan,8,Male,43,No,19,155373.91,22083.14,8048.79,95,Y,,21591.79,Asset Purchase,Property,,2,No,,Refer,D,25/10/2025,0598464969,76,1
SBG-2025-02702,Labadi ImportsLtd,Mining/Quarrying,Ashanti,Guan,18.7,male,45,No,2,4872.65,1081.73,1331.65,44,1,V008127447,48385.46,Debt Refinancing,Cash Deposit,,0,,,Approve,B,03/06/2024,0247859069,0,0
SBG-2025-02107,Golden Gate Imports,Hospitality,Upper East,Gurma,9.7,Male,30,No,2,$1797.32,1063.27,37189.61,215,Yes,C004387116,22998.5,Business Expansion,Cash Deposit,261381.94,1,No,514,Approve,A,09/01/2025,0555828014,0,0
SBG-2025-00260,Ho Electrical,Services,Volta,Ga-Adangbe,0.5,Male,54,No,7,"GHS 18,898.74",1213.7,78237.95,25,Y,,4359.36,Vehicle Purchase,Land,160482.45,6,No,563,Approve,B,02/26/2025,0261964470,0,0
SBG-2025-02807,N/A,Mining/Quarrying,Bono East,Ga-Adangbe,7.1,Male,43,No,8,32720.26,,4429.3,3,No,V005241711,29072.67,Inventory Purchase,Stock/Inventory,243211.71,2,Yes,392,Approve,B,01/05/2025,0593890442,0,0
SBG-2025-02372,Dome-Kwabenya FarmsLtd,Hospitality,Greater Accra,Guan,9.3,Male,47,No,31,"GHS 3,079.19",1340.08,723.97,10,No,V000081534,32026.31,Asset Purchase,Vehicle,32970.37,2,No,,Approve,B,12/01/2025,0266937259,0,0
SBG-2025-02423,Obuasi Mining SuppliesEnterprises,Retail/Trading,Bono East,Guan,7.1,F,48,No,5,223682.36,2528.41,423.84,46,No,C005920738,69883.88,Debt Refinancing,Property,178537.56,2,No,,Decline,B,07/20/2024,0595430800,0,0
SBG-2025-01565,Golden Gate ImportsVentures,Transport,Central,Ewe,8.6,M,27,No,21,159784.64,,,22,Yes,C006932412,8112.69,Vehicle Purchase,Guarantor Only,0,2,No,,Approve,A,22/04/2025,0552142295,0,0
SBG-2025-01035,Weija Block FactoryEnterprises,Transport,Central,Gurma,0.4,female,53,No,11,20236.58,1855.52,30706.69,64,No,,5324.86,Working Capital,Stock/Inventory,14614.54,2,No,515,Approve,A,07/08/2025,0599055383,0,0
SBG-2025-02438,Bolgatanga CraftsCo,Mining/Quarrying,Western North,Akan,2.1,Female,35,Yes,3,53038.67,1576.13,,0,no,,39707.76,Working Capital,Land,8510.59,1,No,,Refer,C,06/20/2025,0249366147,0,0
SBG-2025-01158,Ho ElectricalGH,Services,Northern,Ga-Adangbe,10.6,female,41,No,12,178216.95,1751.34,5488.9,10,0,V008066906,25784.21,Vehicle Purchase,None,0,1,No,482,Approve,E,10/12/2024,0547460000,81,1
SBG-2025-02537,Tarkwa HardwareGH,Education,Western,Mole-Dagbani,6.7,Female,34,No,23,17039.09,8312.81,457.4,18,Y,P007991997,10638.56,Equipment,Property,10799.77,1,No,,Approve,B,08/01/2024,0552508813,0,0
SBG-2025-02818,Sunyani TimberVentures,Education,Volta,Ewe,0.1,male,40,No,15,253936.57,,1382.42,62,Yes,C002156407,26709.75,Vehicle Purchase,Equipment,81013.11,1,No,472,Approve,A,11/14/2024,0209470875,0,0
SBG-2025-02752,Wa LivestockCo,Education,North East,Mole-Dagbani,5.6,F,47,No,3,13534.52,1798.44,7759.3,54,Y,,10942.58,Debt Refinancing,Vehicle,404167.93,1,No,,Approve,A,05/20/2024,0554255230,0,0
SBG-2025-02355,Ridge ConsultingVentures,Education,Ashanti,Ga-Adangbe,6.4,Male,47,No,3,144673.66,5574.26,2146.34,19,Yes,C001914951,80675.8,Equipment,Land,20042.51,1,No,522,Approve,B,02/20/2025,0266827489,0,0
SBG-2025-00457,Kasoa Trading HubLtd,Education,Eastern,Ewe,0.1,female,41,No,1,16312.27,541.06,9062.88,21,No,P007893274,26178.78,Inventory Purchase,Cash Deposit,119835.11,2,Yes,561,Approve,B,14/01/2025,0276369325,0,0
SBG-2025-00463,Lapaz Catering,Manufacturing,Ashanti,Akan,6.9,Male,59,No,9,68002.39,2119.58,2690.74,15,Yes,V008816205,18518.28,Asset Purchase,Guarantor Only,0,1,Yes,,Refer,E,07/12/2025,0270449971,180,1
SBG-2025-02253,Ama Beauty SuppliesEnterprises,Agriculture,Volta,Ewe,5.5,male,58,No,12,16587.19,26374.47,3630.52,3,0,,41202.09,Debt Refinancing,Property,28919.05,3,No,,Refer,D,12/09/2025,0269752473,65,1
SBG-2025-01972,Takoradi Marine,Retail/Trading,Central,Akan,8.9,Female,40,No,6,147064.46,,,27,Yes,,31503.51,Asset Purchase,Guarantor Only,0,1,Yes,,Approve,C,11/08/2024,0269287955,0,0
SBG-2025-01652,Adenta Construction,Agriculture,Central,Akan,1.8,female,41,No,1,37863.8,5613.48,8595.24,119,No,,74259.87,Renovation,Equipment,38605.93,1,Yes,515,Approve,B,15/10/2024,0557025370,0,0
SBG-2025-00382,Makola Market SuppliesGH,Healthcare,Northern,Ga-Adangbe,6,Female,58,No,7,49207.39,,5657.37,82,yes,C000431289,17276.21,Business Expansion,Vehicle,15364.39,2,No,,Approve,B,23/05/2025,0271318915,0,0
SBG-2025-01269,Dome PharmacyCo,Hospitality,Ashanti,Ga-Adangbe,4.6,Male,53,No,1,279453.35,,,5,Yes,,16114.99,Vehicle Purchase,Vehicle,81773.93,2,Yes,,Approve,C,01/17/2024,0553253157,0,0
SBG-2025-01308,Volta FarmsCo,Agriculture,Northern,Mole-Dagbani,8.1,female,21,No,34,3778.65,6513.27,3375.91,0,Yes,,16181.46,Debt Refinancing,Cash Deposit,65141.94,2,No,,Approve,C,12/28/2025,0241518543,147,1
SBG-2025-01718,Pantang AgribusinessCo,Services,Greater Accra,Ewe,5.9,Male,44,No,6,114763.01,5638.1,3548.46,14,Yes,,30827.21,Business Expansion,Stock/Inventory,,1,No,,Approve,B,19/03/2024,0268807061,0,0
SBG-2025-01074,Airport City ConsultingVentures,Services,Eastern,Akan,0.1,Male,46,No,8,71130.23,8410.78,2373.9,13,Yes,P002062197,20428.69,Asset Purchase,Guarantor Only,0,3,No,,Approve,B,22/09/2025,0593899958,0,0
SBG-2025-02895,Adom VenturesLtd,Transport,Greater Accra,Ga-Adangbe,0.8,Female,51,No,3,419134.14,,13874.83,7,Yes,C006075754,45263.74,Working Capital,Stock/Inventory,14893.26,2,Yes,,Decline,B,07/11/2025,0592188655,0,0
SBG-2025-01443,Nkrumah Circle ElectronicsVentures,Transport,Ashanti,Ewe,5.6,Male,44,Yes,17,78468.89,22452.95,250.97,45,Yes,,24811.49,Business Expansion,None,0,2,Yes,612,Approve,B,11/14/2025,0599120701,0,0
SBG-2025-00820,Legon Tech HubGH,Transport,Greater Accra,Akan,2,Female,37,No,11,100041.3,3282.58,474.32,42,No,P000559401,26385.26,Debt Refinancing,Stock/Inventory,22691.56,1,No,,Approve,B,24/05/2024,0552423840,0,0
SBG-2025-01507,Labadi ImportsEnterprises,ICT,Greater Accra,Mole-Dagbani,4.3,Female,28,No,8,16537.74,7059.25,3462.67,157,Yes,,11117.88,Renovation,Cash Deposit,6450.98,1,No,,Approve,B,03/11/2024,0546422499,0,0
SBG-2025-01011,Agbogbloshie Recycling,ICT,Central,Akan,1.3,female,30,No,18,506829.92,18922.92,720.88,2,Yes,V009818780,63602.26,Inventory Purchase,Cash Deposit,102453.93,1,Yes,,Decline,E,10/12/2024,0594386833,175,1
SBG-2025-01072,Kasoa Trading Hub,Hospitality,Greater Accra,Ewe,1.3,Male,41,No,3,91158.4,469.23,,15,no,P000666662,6401.54,Inventory Purchase,Land,12153.45,1,No,294,Approve,A,13/02/2025,0205778482,0,0
SBG-2025-02883,Makola Market SuppliesGH,Retail/Trading,Greater Accra,Ga-Adangbe,1.2,Male,31,No,1,79931.77,665.12,,46,yes,C000489693,6442.56,Asset Purchase,Equipment,,1,No,544,Approve,A,01/07/2024,0551597592,0,0
SBG-2025-01466,Tema Cold StorageGH,ICT,North East,Mole-Dagbani,0.2,M,24,No,8,$5432.63,1426.09,20694.33,83,N,,37282.74,Equipment,Stock/Inventory,56996.02,3,No,,Approve,A,10/06/2024,0267588079,0,0
SBG-2025-02390,Adenta Construction,Hospitality,Bono East,Akan,5.8,M,49,No,13,$450.16,316.47,2305.45,5,yes,P002632089,13298.94,Business Expansion,Land,128641.22,1,No,532,Approve,B,26/01/2025,0240609977,0,0
SBG-2025-02317,Ashongman EstatesLtd,Fishing,Greater Accra,Grusi,1.6,F,35,No,2,214892.59,24530.04,,66,No,V001560109,13356.84,Business Expansion,Cash Deposit,8653.26,1,Yes,451,Approve,A,05/10/2025,0559720156,0,0
SBG-2025-01675,Tarkwa HardwareCo,Transport,Ashanti,Ewe,7.8,M,35,No,23,188745.77,,2383.78,16,yes,P002109811,7444.58,Renovation,Vehicle,29418.13,1,No,341,Approve,C,27/10/2025,0248607283,0,0
SBG-2025-02824,Nkrumah Circle ElectronicsVentures,Retail/Trading,Central,Akan,1.3,male,32,No,3,36786.53,29174.97,1565.53,4,Y,C008294271,16383.54,Vehicle Purchase,Guarantor Only,0,1,No,,Approve,A,17/07/2025,0261696582,0,0
SBG-2025-00543,Obuasi Mining SuppliesVentures,Healthcare,Greater Accra,Mole-Dagbani,1.3,male,49,No,1,14709.56,997.03,19090.09,84,Yes,,28522.83,Working Capital,Vehicle,,0,No,,Decline,B,14/11/2024,0202825984,0,0
SBG-2025-02704,Tema Cold Storage,ICT,Ashanti,Mole-Dagbani,0.1,female,39,No,4,"GHS 59,924.46",965.97,3671.45,6,TRUE,V004053348,18587.96,Working Capital,Land,18450.16,2,No,,Approve,C,07/08/2024,0202590913,0,0
SBG-2025-02860,Mensah Enterprise,Retail/Trading,Ashanti,Ga-Adangbe,1,Female,42,No,10,741076.69,,7268.87,2,yes,V004699197,8839.19,Debt Refinancing,Vehicle,101824.63,1,No,595,Approve,B,28/01/2024,0267026403,0,0
SBG-2025-01430,Sunyani Timber,Transport,Bono,Akan,10.1,Male,41,No,6,104062.44,2684.96,25251.28,94,Yes,PENDING,6323.26,Vehicle Purchase,Guarantor Only,0,0,,,Approve,A,16/12/2025,0205111761,0,0
SBG-2025-02163,Tamale Agri ServicesEnterprises,Retail/Trading,Ahafo,Ga-Adangbe,2.2,Male,36,No,9,51912.39,370.9,7199.46,33,N,V006925101,107751.28,Debt Refinancing,Equipment,198769.39,1,No,405,Approve,C,08/10/2024,0594424601,0,0
SBG-2025-00795,Ridge ConsultingCo,Education,North East,Mole-Dagbani,0.1,Male,46,No,13,31459.12,1952.54,3667.71,19,0,V005802090,9665.87,Equipment,Equipment,11637.35,0,,578,Decline,A,17/08/2025,0593053482,0,0
SBG-2025-02452,Kumasi Metalworks,Retail/Trading,Ashanti,Akan,17,M,41,No,3,129161.06,371.34,8280.22,4,Yes,,21096.94,Debt Refinancing,Vehicle,19284.58,1,No,438,Approve,B,06/01/2025,0279986762,0,0
SBG-2025-02098,Oyibi Logistics,Mining/Quarrying,Volta,Ewe,5,F,42,No,4,12376.91,996.88,7158.92,10,Yes,P008678116,31869.19,Asset Purchase,Guarantor Only,,1,No,,Approve,A,06/06/2024,0241238176,0,0
SBG-2025-02412,Cape Coast HospitalityCo,Transport,Central,Akan,0.8,female,48,No,15,114711.86,4487.44,72619.54,43,Y,,5628.28,Vehicle Purchase,Land,13940.25,2,No,737,Approve,B,17/05/2024,0542159572,0,0
SBG-2025-01897,Tamale Agri ServicesVentures,Hospitality,Greater Accra,Akan,4.8,M,43,No,6,8113.83,69589.34,84621.36,78,1,,6041.3,Vehicle Purchase,Cash Deposit,40254.16,2,No,492,Approve,B,17/04/2024,0247431595,0,0
SBG-2025-02931,Tamale Agri ServicesVentures,Hospitality,Bono East,Akan,4.5,M,35,No,5,1473250.42,445.33,11711.1,14,0,V006404404,21208.33,Business Expansion,Land,101528.19,1,No,,Approve,A,01/16/2025,0205103762,0,0
SBG-2025-01755,Dome PharmacyLtd,Retail/Trading,Ashanti,Akan,18.6,Male,41,Yes,13,16525.76,4582.5,43406.67,13,Yes,V005542605,26344.66,Asset Purchase,Land,2994.39,3,No,548,Approve,A,02/23/2025,0542086574,0,0
SBG-2025-01331,Kwaku TradingLtd,Education,Greater Accra,Ewe,4.1,M,30,Yes,5,32980.67,5294.47,,91,Yes,P000946248,8253.48,Asset Purchase,Land,23292.02,0,,532,Approve,B,05/04/2025,0241879977,0,0
SBG-2025-02809,Ama Beauty SuppliesEnterprises,Hospitality,Northern,Mole-Dagbani,3.2,Male,40,No,11,160064.4,13288.68,6609.79,31,Yes,P001719000,8865.95,Business Expansion,Vehicle,16061.53,1,No,,Approve,B,06/05/2024,0553774188,0,0
SBG-2025-01740,Labadi ImportsLtd,Retail/Trading,Ashanti,Akan,2.7,Male,38,No,17,573332.36,30671.61,538.67,45,Y,,94930.79,Inventory Purchase,Stock/Inventory,10123.13,1,Yes,,Refer,B,25/09/2024,0200736263,0,0
SBG-2025-02910,Sowutuom VenturesEnterprises,Hospitality,Greater Accra,Mole-Dagbani,1.8,Male,62,No,9,12150.33,3465.7,16225.98,78,Y,C009314972,87195.54,Asset Purchase,Land,48178.24,0,,,Approve,B,01/03/2025,0278894614,0,0
SBG-2025-00436,Ho ElectricalCo,Retail/Trading,Greater Accra,Ga-Adangbe,6,Male,38,No,13,83942.31,3936.23,30651.26,84,0,C008457952,17357.08,Equipment,Property,18592.79,1,No,520,Approve,B,03/22/2024,0273294284,0,0
SBG-2025-00888,Abokobi PoultryCo,Transport,Ashanti,Grusi,1.4,Female,200,No,7,4881.85,1193.05,10311.93,31,Yes,C005097465,9613.27,Equipment,Equipment,45670.56,1,No,,Approve,C,22/11/2025,0262613050,0,0
SBG-2025-00238,Sunyani TimberLtd,Transport,Ashanti,Akan,0.1,Female,39,No,1,2411.14,961.67,3967.83,66,No,,7839.82,Equipment,Equipment,31040.78,1,No,517,Decline,C,02/18/2025,0248766756,178,1
SBG-2025-01048,Lapaz Catering,Transport,Greater Accra,Akan,0.1,Male,56,No,2,29357.76,2444.24,6765.5,10,Yes,V006181071,12506.33,Vehicle Purchase,Land,130967.19,2,No,,Refer,B,27/01/2025,0547682769,0,0
SBG-2025-00110,Ho ElectricalLtd,Mining/Quarrying,Ashanti,Akan,0.4,F,46,No,6,649712.06,,3101.54,26,No,,21235.7,Renovation,Cash Deposit,80475.88,2,No,600,Approve,B,22/08/2025,0265060832,0,0
SBG-2025-02701,Ridge ConsultingGH,ICT,Ashanti,Akan,3.7,Female,49,No,2,522570.47,4202.89,3360.28,46,No,,61986.26,Vehicle Purchase,Property,110553.97,2,No,650,Approve,A,10/04/2025,0205454122,0,0
SBG-2025-00164,Axim FisheriesEnterprises,Mining/Quarrying,Ashanti,Ga-Adangbe,3.8,M,39,No,9,122938.31,559.23,3798.93,48,Yes,,28200.24,Debt Refinancing,Vehicle,3815.13,1,No,,Approve,A,09/12/2025,0274205255,0,0
SBG-2025-00289,Kaneshie Provisions,Fishing,Ashanti,Ewe,1.7,M,31,No,5,128533.26,2317.94,2987.94,22,0,V002700338,20275.36,Renovation,Cash Deposit,9615.1,1,No,,Approve,A,10/07/2025,0204806297,0,0
SBG-2025-00253,Achimota FarmsEnterprises,ICT,Bono East,Ga-Adangbe,9.5,M,35,No,5,2896352.55,790.28,13317.5,66,No,P004030360,53575.05,Working Capital,None,,3,No,,Approve,A,11/03/2024,0594340260,0,0
SBG-2025-02043,Axim FisheriesLtd,Education,Volta,Ewe,3.7,M,45,No,1,306951.27,5142,79104.84,26,N,PENDING,8511.34,Renovation,Vehicle,36883.99,2,No,,Approve,C,06/10/2025,0206900837,0,0
SBG-2025-01614,Axim FisheriesVentures,Hospitality,Central,Akan,2,Male,49,No,5,42118.35,20300.02,10178.41,9,N,P003687864,30073.37,Business Expansion,Cash Deposit,41909.62,2,Yes,534,Decline,A,02/20/2025,0270135443,0,0
SBG-2025-00768,Golden Gate ImportsLtd,Agriculture,Upper East,Mole-Dagbani,10.5,female,34,No,3,178770.01,,3899.26,42,Y,,125852.58,Inventory Purchase,Land,,1,No,491,Approve,B,14/04/2024,0597377636,0,0
SBG-2025-01341,Tarkwa HardwareCo,ICT,Ashanti,Akan,1.5,Male,47,No,11,123884.13,1833.51,26254.62,55,No,V006472511,117440.92,Business Expansion,Land,22087,0,,,Approve,B,23/06/2024,0596223020,0,0
SBG-2025-00806,Wa LivestockVentures,Healthcare,Ashanti,Akan,6.7,male,25,No,11,29903.04,953.19,8370.26,35,No,V001277169,28751.52,Working Capital,Land,17213.18,1,No,,Approve,B,22/05/2024,0246930697,0,0
SBG-2025-01685,Labadi ImportsLtd,Transport,Central,Akan,0.7,female,33,No,36,3086.42,35736.84,3482.13,18,TRUE,C004826829,21157.63,Asset Purchase,Vehicle,1814.93,0,,662,Approve,C,09/05/2025,0206863836,0,0
SBG-2025-01961,Tema Cold StorageVentures,Mining/Quarrying,Northern,Ewe,0.6,Female,42,No,4,"GHS 69,461.07",1471.43,10638.01,76,Yes,C006141441,12669.53,Renovation,Stock/Inventory,,2,No,562,Decline,E,20/09/2025,0552871715,170,1
SBG-2025-02472,Labadi Imports,Education,Ashanti,Grusi,16.6,Male,40,No,17,54376.88,22251.3,1916.24,41,1,P000418326,18161.96,Vehicle Purchase,Guarantor Only,0,1,No,491,Approve,A,04/19/2024,0275248095,0,0
SBG-2025-02363,Bolgatanga CraftsVentures,Education,Greater Accra,Ewe,1.7,Female,46,No,5,6996.87,,12726.64,25,No,,37155.66,Equipment,Equipment,32207.38,3,No,,Approve,A,03/08/2024,0201127997,0,0
SBG-2025-02116,Wa Livestock,Healthcare,Volta,Ga-Adangbe,0.8,Male,30,No,3,20678.15,14487.61,2420.91,33,Y,,80641.91,Working Capital,None,0,2,No,404,Decline,B,21/04/2025,0557585443,0,0
SBG-2025-02010,Pantang AgribusinessGH,Healthcare,Greater Accra,Mole-Dagbani,3.3,male,48,No,51,71950.7,9800.85,36825.38,47,yes,,83091.51,Inventory Purchase,None,0,3,No,543,Approve,A,20/08/2025,0272685772,0,0
SBG-2025-02033,Spintex Road LogisticsLtd,ICT,Savannah,Guan,3.1,female,35,No,5,15021.9,5603.42,2113.46,3,yes,P005113591,10033.68,Renovation,Guarantor Only,0,5,No,,Approve,B,10/04/2025,0201415619,0,0
SBG-2025-01273,Oyibi Logistics,ICT,Ashanti,Akan,7.6,Male,22,No,10,78688.79,1263.18,,61,Yes,P005980422,8590.24,Asset Purchase,Guarantor Only,0,1,No,,Approve,B,09/05/2024,0203591644,0,0
SBG-2025-00890,Adenta ConstructionVentures,Construction,Central,Akan,1.4,Female,51,No,10,,,445081.67,36,Yes,,8534.53,Equipment,Land,70223.06,0,,,Approve,B,09/20/2025,0593885299,0,0
SBG-2025-02430,Nkrumah Circle ElectronicsCo,Construction,Ashanti,Akan,11,F,10,No,2,66992.19,3672.35,7243.27,16,Yes,P003304256,7624.45,Vehicle Purchase,Vehicle,20636.17,1,No,656,Approve,B,12/01/2025,0262670417,0,0
SBG-2025-00462,Madina Auto PartsLtd,ICT,Greater Accra,Akan,5.2,Male,35,No,31,98338.97,664.16,22593.72,76,Yes,P001383140,15735.74,Asset Purchase,Equipment,31184.77,1,No,766,Approve,A,08/10/2024,0270428667,0,0
SBG-2025-00858,Osei & SonsVentures,Education,Northern,Ewe,3.2,Male,50,Yes,8,3772.88,6034.41,15980.81,14,0,P006073473,118703.41,Business Expansion,Cash Deposit,29365.17,1,No,525,Refer,D,26/12/2024,0545533379,170,1
SBG-2025-01492,Korle Bu SuppliesEnterprises,Construction,Greater Accra,Ewe,2.3,Male,34,No,4,443192.37,734.62,2253.35,20,TRUE,,7870.45,Renovation,Guarantor Only,0,1,No,,Approve,C,10/07/2024,0200052408,0,0
SBG-2025-00158,Ho ElectricalCo,ICT,Western,Mole-Dagbani,7.2,Female,54,No,1,"GHS 17,030.06",1954.73,3352.49,13,Yes,P001577728,19377.57,Debt Refinancing,Vehicle,12678.7,1,No,,Approve,B,20/10/2025,0542969154,0,0
SBG-2025-01979,Sunyani Timber,ICT,Eastern,Akan,10.3,female,58,No,1,129864.2,3185.86,,5,1,P000784168,8076.18,Debt Refinancing,Vehicle,30121.62,2,Yes,,Approve,A,06/01/2025,0262497281,0,0
SBG-2025-01703,Kasoa Trading Hub,ICT,Ashanti,Guan,1.9,male,46,No,21,21883.27,3969.04,795.29,13,1,V005749082,22684.4,Business Expansion,Equipment,24240.26,0,,,Approve,C,21/05/2025,0245312479,0,0
SBG-2025-00678,Ashaiman Steel Works,Construction,Western North,Ewe,2.5,Female,46,No,1,298797.26,56291.81,24599.96,6,TRUE,P004953230,40263.32,Vehicle Purchase,Cash Deposit,,1,No,,Approve,C,22/06/2024,0209661509,0,0
SBG-2025-01741,East Legon PropertiesLtd,Construction,Northern,Grusi,8.8,Male,31,No,4,30999.46,1734.28,10058.51,7,yes,V006593438,7480.6,Equipment,Vehicle,60878.51,2,No,454,Approve,A,10/15/2025,0265316126,0,0
SBG-2025-02217,Dome-Kwabenya Farms,Manufacturing,Northern,Gurma,8.8,Female,50,No,5,414031.67,6121.08,2542.72,45,Yes,,41147.58,Business Expansion,Equipment,4560.69,2,No,,Approve,A,19/08/2024,0279225725,0,0
SBG-2025-00239,Nana Ama Textiles,ICT,Oti,Ewe,5.2,M,33,No,24,20964.77,2060.92,1964.08,24,No,P002834316,44969.3,Renovation,Vehicle,160592.8,0,,627,Approve,D,01/08/2025,0556076780,85,1
SBG-2025-02830,Kaneshie ProvisionsVentures,Hospitality,Greater Accra,Mole-Dagbani,0.1,Male,999,No,5,"GHS 78,276.65",1659.1,5117.53,14,No,C002089586,81893.08,Equipment,Property,,1,No,612,Approve,A,26/05/2024,0246747169,0,0
SBG-2025-02426,Golden Gate ImportsCo,Fishing,Greater Accra,Ga-Adangbe,11.5,Male,49,No,13,82853.74,1393.33,8302.48,18,No,C009983153,59214.57,Asset Purchase,Cash Deposit,112891.86,2,No,,Refer,A,08/05/2024,0240995657,0,0
